Periodo;Tipo Producto;Continente;Pais;Ingresos;Gastos
2019;Musica; Asia;Japon;524770,71;286238,57
2019;PC; Asia;Japon;1895440,46;1584712,52
2019;Tablets; Asia;Japon;369170,09;325221,27
2019;TV; Asia;Japon;169100,55;112733,70
2019;Accesorios; africa;Kenia;96326,52;79762,13
2019;Aplicaciones; africa;Kenia;148970,08;102292,79
2019;Celulares; africa;Kenia;388225,05;326517,70
2019;Musica; africa;Kenia;183020,38;112008,47
2019;PC; africa;Kenia;575794,46;490684,84
2019;Tablets; africa;Kenia;143545,40;121737,54
2019;TV; africa;Kenia;81213,48;49269,51
2019;Accesorios; Asia;Republica de Corea;119208,67;101435,74
2019;Aplicaciones; Asia;Republica de Corea;219250,45;133011,94
2019;Celulares; Asia;Republica de Corea;473803,94;414240,02
2019;Musica; Asia;Republica de Corea;256462,68;146406,74
2019;PC; Asia;Republica de Corea;698860,81;618707,52
2019;Tablets; Asia;Republica de Corea;142989,42;126239,23
2019;TV; Asia;Republica de Corea;72140,47;41590,55
2019;Accesorios; America;Mexico;260818,86;227341,15
2019;Aplicaciones; America;Mexico;393643,28;243271,55
2019;Celulares; America;Mexico;1328546,07;1178346,56
2019;Musica; America;Mexico;504112,34;305492,08
2019;PC; America;Mexico;1371402,40;1158048,16
2019;Tablets; America;Mexico;345638,00;307351,95
2019;TV; America;Mexico;176648,79;101841,86
2019;Accesorios; Asia;Malasia;58087,46;48750,44
2019;Aplicaciones; Asia;Malasia;114294,38;70633,93
2019;Celulares; Asia;Malasia;283694,99;243118,01
2019;Musica; Asia;Malasia;158078,80;105640,25
2019;PC; Asia;Malasia;338019,56;308596,50
2019;Tablets; Asia;Malasia;101513,86;93153,90
2019;TV; Asia;Malasia;46115,88;31120,27
2019;Accesorios; africa;Nigeria;364685,57;317175,14
2019;Aplicaciones; africa;Nigeria;558527,45;316837,39
2019;Celulares; africa;Nigeria;1754619,25;1601320,93
2019;Musica; africa;Nigeria;648047,53;367619,69
2019;PC; africa;Nigeria;2547803,29;2037181,05
2019;Tablets; africa;Nigeria;484348,02;430954,42
2019;TV; africa;Nigeria;264189,83;150817,93
2019;Accesorios; Europa;Noruega;11168,89;10036,05
2019;Aplicaciones; Europa;Noruega;17118,68;11114,91
2019;Celulares; Europa;Noruega;51356,04;44899,85
2019;Musica; Europa;Noruega;26292,33;17216,60
2019;PC; Europa;Noruega;69558,18;56805,84
2019;Tablets; Europa;Noruega;13841,55;12262,75
2019;TV; Europa;Noruega;8708,55;4845,12
2019;Accesorios; America;Peru;74407,87;59485,25
2019;Aplicaciones; America;Peru;119333,38;76333,59
2019;Celulares; America;Peru;335823,15;265097,03
2019;Musica; America;Peru;156164,67;91949,76
2019;PC; America;Peru;462780,68;415229,97
2019;Tablets; America;Peru;125655,68;104191,60
2019;TV; America;Peru;48713,76;30059,64
2019;Accesorios; Asia;Filipinas;213913,50;188855,06
2019;Aplicaciones; Asia;Filipinas;347879,54;209017,62
2019;Celulares; Asia;Filipinas;727607,20;654570,17
2019;Musica; Asia;Filipinas;485071,46;336316,22
2019;PC; Asia;Filipinas;1455214,39;1227871,47
2019;Tablets; Asia;Filipinas;311205,49;276057,57
2019;TV; Asia;Filipinas;170777,23;95014,24
2019;Accesorios; Europa;Polonia;83023,53;72586,28
2019;Aplicaciones; Europa;Polonia;148394,21;84989,41
2019;Celulares; Europa;Polonia;395280,15;346399,03
2019;Musica; Europa;Polonia;154022,96;85692,77
2019;PC; Europa;Polonia;827160,32;751150,99
2019;Tablets; Europa;Polonia;121707,51;109706,59
2019;TV; Europa;Polonia;59794,72;36624,27
2019;Accesorios; Europa;Portugal;23568,75;21798,69
2019;Aplicaciones; Europa;Portugal;37068,58;21161,32
2019;Celulares; Europa;Portugal;88072,71;73981,07
2019;Musica; Europa;Portugal;45756,52;30278,20
2019;PC; Europa;Portugal;122017,40;107637,88
2019;Tablets; Europa;Portugal;36605,22;33198,69
2019;TV; Europa;Portugal;15133,94;9261,97
2019;Accesorios; Asia;Rusia;273375,75;246038,18
2019;Aplicaciones; Asia;Rusia;438730,69;269988,12
2019;Celulares; Asia;Rusia;1603804,40;1558218,50
2019;Musica; Asia;Rusia;566048,61;363888,39
2019;PC; Asia;Rusia;1827118,94;1717105,27
2019;Tablets; Asia;Rusia;393303,53;353575,90
2019;TV; Asia;Rusia;221384,04;139389,95
2019;Accesorios; africa;Sudan;81957,81;72038,38
2019;Aplicaciones; africa;Sudan;154392,36;82901,98
2019;Celulares; africa;Sudan;374764,36;302309,92
2019;Musica; africa;Sudan;181187,73;105994,82
2019;PC; africa;Sudan;707216,61;520511,43
2019;Tablets; africa;Sudan;117239,12;99485,77
2019;TV; africa;Sudan;65055,53;37081,65
2019;Accesorios; Europa;Eslovaquia;17333,54;14926,10
2019;Aplicaciones; Europa;Eslovaquia;26493,98;14974,86
2019;Celulares; Europa;Eslovaquia;61110,20;54677,55
2019;Musica; Europa;Eslovaquia;30115,46;18532,59
2019;PC; Europa;Eslovaquia;96231,01;84495,52
2019;Tablets; Europa;Eslovaquia;20930,25;16658,77
2019;TV; Europa;Eslovaquia;10929,63;5961,62
2019;Accesorios; Europa;Suecia;23212,38;19848,27
2019;Aplicaciones; Europa;Suecia;31908,26;17404,50
2019;Celulares; Europa;Suecia;75440,24;64663,06
2019;Musica; Europa;Suecia;40936,56;25191,73
2019;PC; Europa;Suecia;122809,69;101264,13
2019;Tablets; Europa;Suecia;31812,15;27680,70
2019;TV; Europa;Suecia;15328,93;9197,36
2019;Accesorios; Asia;Tailandia;149459,45;122285,00
2019;Aplicaciones; Asia;Tailandia;269533,65;165866,86
2019;Celulares; Asia;Tailandia;811351,29;720188,22
2019;Musica; Asia;Tailandia;316782,57;207547,20
2019;PC; Asia;Tailandia;1119893,32;978134,68
2019;Tablets; Asia;Tailandia;265041,42;237717,56
2019;TV; Asia;Tailandia;112147,29;63387,60
2019;Accesorios; Asia;Turquia;158976,32;138330,04
2019;Aplicaciones; Asia;Turquia;310780,77;175658,70
2019;Celulares; Asia;Turquia;779883,82;629906,16
2019;Musica; Asia;Turquia;365786,22;235148,28
2019;PC; Asia;Turquia;852244,18;742982,10
2019;Tablets; Asia;Turquia;216407,55;173126,04
2019;TV; Asia;Turquia;105041,53;59371,30
2019;Accesorios; africa;Tanzania;109783,68;98347,88
2019;Aplicaciones; africa;Tanzania;199344,05;122673,26
2019;Celulares; africa;Tanzania;618373,37;503859,78
2019;Musica; africa;Tanzania;230420,49;145079,57
2019;PC; africa;Tanzania;841674,86;754000,40
2019;Tablets; africa;Tanzania;180897,28;150236,73
2019;TV; africa;Tanzania;93954,40;59156,48
2019;Accesorios; Europa;Ucrania;108791,27;96966,13
2019;Aplicaciones; Europa;Ucrania;160083,25;87318,14
2019;Celulares; Europa;Ucrania;360187,32;306428,02
2019;Musica; Europa;Ucrania;182560,70;114945,62
2019;PC; Europa;Ucrania;674781,31;603751,70
2019;Tablets; Europa;Ucrania;171960,40;153063,65
2019;TV; Europa;Ucrania;88111,94;51398,63
2019;Accesorios; America;Estados Unidos;2893183,98;2482095,09
2019;Aplicaciones; America;Estados Unidos;5602349,18;2922964,79
2019;Celulares; America;Estados Unidos;11572735,91;9811667,40
2019;Musica; America;Estados Unidos;5744437,73;3205229,75
2019;PC; America;Estados Unidos;24022194,21;18799978,08
2019;Tablets; America;Estados Unidos;4804438,85;4048460,89
2019;TV; America;Estados Unidos;2139628,63;1315672,26
2019;Accesorios; America;Venezuela;68985,60;60773,03
2019;Aplicaciones; America;Venezuela;123004,83;82003,22
2019;Celulares; America;Venezuela;243533,05;215215,26
2019;Musica; America;Venezuela;180529,48;118277,93
2019;PC; America;Venezuela;370269,64;321549,95
2019;Tablets; America;Venezuela;117052,98;105108,80
2019;TV; America;Venezuela;47619,98;28571,99
2019;Accesorios; Asia;Yemen;67504,90;56957,26
2019;Aplicaciones; Asia;Yemen;95960,82;54238,72
2019;Celulares; Asia;Yemen;324867,34;280966,35
2019;Musica; Asia;Yemen;143060,85;78033,19
2019;PC; Asia;Yemen;439257,25;366047,71
2019;Tablets; Asia;Yemen;100604,08;86232,07
2019;TV; Asia;Yemen;39328,20;23596,92
2019;Accesorios; africa;Sudafrica;122916,18;102473,28
2019;Aplicaciones; africa;Sudafrica;209035,79;110598,94
2019;Celulares; africa;Sudafrica;721288,34;632930,52
2019;Musica; africa;Sudafrica;326553,43;209669,82
2019;PC; africa;Sudafrica;790810,11;581761,18
2019;Tablets; africa;Sudafrica;164093,10;136071,05
2019;TV; africa;Sudafrica;98702,62;59038,79
2019;Accesorios; Oceania;Nueva Zelanda;11729,37;10826,27
2019;Aplicaciones; Oceania;Nueva Zelanda;21638,57;14068,87
2019;Celulares; Oceania;Nueva Zelanda;54656,47;46423,05
2019;Musica; Oceania;Nueva Zelanda;19012,97;11941,53
2019;PC; Oceania;Nueva Zelanda;88802,15;73825,86
2019;Tablets; Oceania;Nueva Zelanda;13951,78;12159,24
2019;TV; Oceania;Nueva Zelanda;8886,40;5022,75
2017;Accesorios; africa;Angola;59675,20;53707,68
2017;Aplicaciones; africa;Angola;94515,51;55134,05
2017;Celulares; africa;Angola;216220,40;184884,11
2017;Musica; africa;Angola;125270,55;83513,70
2017;PC; africa;Angola;501082,21;437654,08
2017;Tablets; africa;Angola;90713,16;74219,86
2017;TV; africa;Angola;47542,44;29934,13
2017;Accesorios; America;Argentina;89833,58;72219,15
2017;Aplicaciones; America;Argentina;149337,49;87113,54
2017;Celulares; America;Argentina;434055,69;360486,93
2017;Musica; America;Argentina;168275,21;108176,92
2017;PC; America;Argentina;682999,40;543611,77
2017;Tablets; America;Argentina;129011,00;107861,65
2017;TV; America;Argentina;58567,41;35140,45
2017;Accesorios; Oceania;Australia;63887,94;49513,16
2017;Aplicaciones; Oceania;Australia;110821,01;59843,35
2017;Celulares; Oceania;Australia;309822,18;243984,97
2017;Musica; Oceania;Australia;115716,72;58864,59
2017;PC; Oceania;Australia;316631,46;229092,18
2017;Tablets; Oceania;Australia;87313,52;70310,36
2017;TV; Oceania;Australia;45663,17;25290,37
2017;Accesorios; Europa;Austria;21025,74;16734,77
2017;Aplicaciones; Europa;Austria;30659,82;19304,33
2017;Celulares; Europa;Austria;86869,49;71891,99
2017;Musica; Europa;Austria;42685,87;26268,23
2017;PC; Europa;Austria;135659,21;114462,45
2017;Tablets; Europa;Austria;32683,57;27143,98
2017;TV; Europa;Austria;13754,34;7502,37
2017;Accesorios; Europa;Belgica;34403,46;26758,25
2017;Aplicaciones; Europa;Belgica;61416,55;38669,68
2017;Celulares; Europa;Belgica;152132,74;121085,24
2017;Musica; Europa;Belgica;67683,55;44344,39
2017;PC; Europa;Belgica;312876,77;260730,64
2017;Tablets; Europa;Belgica;45431,42;39453,60
2017;TV; Europa;Belgica;21124,16;12999,49
2017;Accesorios; America;Brasil;436245,51;350707,18
2017;Aplicaciones; America;Brasil;596703,64;375702,29
2017;Celulares; America;Brasil;1805677,09;1617585,72
2017;Musica; America;Brasil;1033098,83;676857,85
2017;PC; America;Brasil;3917978,58;3462399,68
2017;Tablets; America;Brasil;591603,60;522812,49
2017;TV; America;Brasil;271441,65;180961,10
2017;Accesorios; America;Canada;1188499,62;1045306,90
2017;Aplicaciones; America;Canada;1563996,60;912331,35
2017;Celulares; America;Canada;5090366,30;4560119,81
2017;Musica; America;Canada;2463830,26;1343907,42
2017;PC; America;Canada;6661467,01;5355297,01
2017;Tablets; America;Canada;1541653,79;1374082,73
2017;TV; America;Canada;840465,46;540299,23
2017;Accesorios; Europa;Suiza;15962,33;14062,05
2017;Aplicaciones; Europa;Suiza;27594,19;17374,12
2017;Celulares; Europa;Suiza;70543,21;63117,61
2017;Musica; Europa;Suiza;35703,50;21422,10
2017;PC; Europa;Suiza;110726,05;96530,40
2017;Tablets; Europa;Suiza;22958,94;19480,32
2017;TV; Europa;Suiza;13951,13;7609,71
2017;Accesorios; America;Chile;52087,09;45233,52
2017;Aplicaciones; America;Chile;76101,26;44392,40
2017;Celulares; America;Chile;187513,51;155183,60
2017;Musica; America;Chile;96062,25;60483,64
2017;PC; America;Chile;300502,42;267480,18
2017;Tablets; America;Chile;75610,29;64154,18
2017;TV; America;Chile;35894,62;20288,27
2017;Accesorios; Asia;China;3333036,30;3123377,56
2017;Aplicaciones; Asia;China;5140784,78;3398629,94
2017;Celulares; Asia;China;10178063,84;8935005,22
2017;Musica; Asia;China;5072011,73;3106607,19
2017;PC; Asia;China;26147095,02;24334625,93
2017;Tablets; Asia;China;4724397,24;4185520,68
2017;TV; Asia;China;2071764,36;1186555,95
2017;Accesorios; africa;Camerun;58565,21;46613,12
2017;Aplicaciones; africa;Camerun;82095,87;47889,26
2017;Celulares; africa;Camerun;186379,82;163924,42
2017;Musica; africa;Camerun;94144,07;62762,71
2017;PC; africa;Camerun;394060,19;354256,13
2017;Tablets; africa;Camerun;73167,67;62247,13
2017;TV; africa;Camerun;39015,86;22052,44
2017;Accesorios; America;Colombia;119510,11;104382,25
2017;Aplicaciones; America;Colombia;183406,60;112865,60
2017;Celulares; America;Colombia;383256,56;336517,95
2017;Musica; America;Colombia;221403,19;145057,26
2017;PC; America;Colombia;868315,64;756993,12
2017;Tablets; America;Colombia;142492,82;128243,54
2017;TV; America;Colombia;79616,33;52162,43
2017;Accesorios; America;Costa Rica;9873,45;8421,47
2017;Aplicaciones; America;Costa Rica;15482,04;9031,19
2017;Celulares; America;Costa Rica;51811,18;43029,62
2017;Musica; America;Costa Rica;18622,52;10157,74
2017;PC; America;Costa Rica;93445,16;76758,52
2017;Tablets; America;Costa Rica;16559,90;14779,27
2017;TV; America;Costa Rica;6822,59;4295,71
2017;Accesorios; Europa;Republica Checa;22435,78;18121,21
2017;Aplicaciones; Europa;Republica Checa;36062,89;22192,55
2017;Celulares; Europa;Republica Checa;95103,89;84172,41
2017;Musica; Europa;Republica Checa;40553,74;23656,35
2017;PC; Europa;Republica Checa;119408,22;103900,66
2017;Tablets; Europa;Republica Checa;35235,21;30537,18
2017;TV; Europa;Republica Checa;14864,09;8107,69
2017;Accesorios; Europa;Alemania;949292,47;785734,05
2017;Aplicaciones; Europa;Alemania;1514061,41;896100,05
2017;Celulares; Europa;Alemania;3517966,21;2853191,91
2017;Musica; Europa;Alemania;1746143,81;999331,54
2017;PC; Europa;Alemania;6645047,29;5257521,75
2017;Tablets; Europa;Alemania;1325327,99;965204,39
2017;TV; Europa;Alemania;642205,91;351731,24
2017;Accesorios; America;Republica Dominicana;24404,64;21904,00
2017;Aplicaciones; America;Republica Dominicana;43646,77;26664,21
2017;Celulares; America;Republica Dominicana;80483,40;69681,68
2017;Musica; America;Republica Dominicana;42186,46;27315,74
2017;PC; America;Republica Dominicana;171941,80;168120,87
2017;Tablets; America;Republica Dominicana;29942,37;28933,79
2017;TV; America;Republica Dominicana;16051,14;9616,73
2017;Accesorios; africa;Argelia;98694,40;97707,45
2017;Aplicaciones; africa;Argelia;169828,85;116006,17
2017;Celulares; africa;Argelia;343546,91;308428,78
2017;Musica; africa;Argelia;171120,32;106779,08
2017;PC; africa;Argelia;714359,44;678857,94
2017;Tablets; africa;Argelia;115693,17;97304,05
2017;TV; africa;Argelia;67574,54;42166,51
2017;Accesorios; America;Ecuador;35535,23;33425,32
2017;Aplicaciones; America;Ecuador;68357,84;46273,00
2017;Celulares; America;Ecuador;161349,14;136728,45
2017;Musica; America;Ecuador;60917,53;41667,59
2017;PC; America;Ecuador;186559,94;168824,63
2017;Tablets; America;Ecuador;45571,89;44796,20
2017;TV; America;Ecuador;27384,94;16097,59
2017;Accesorios; africa;Egipto;223587,76;183341,97
2017;Aplicaciones; africa;Egipto;369686,63;252865,65
2017;Celulares; africa;Egipto;1101109,63;994095,54
2017;Musica; africa;Egipto;359309,46;256596,51
2017;PC; africa;Egipto;1264236,99;1136562,94
2017;Tablets; africa;Egipto;259906,59;217193,64
2017;TV; africa;Egipto;131454,68;75043,48
2017;Accesorios; Europa;Espa¤a;100731,72;100657,10
2017;Aplicaciones; Europa;Espa¤a;169524,11;98940,43
2017;Celulares; Europa;Espa¤a;324356,13;304298,24
2017;Musica; Europa;Espa¤a;190052,42;133233,30
2017;PC; Europa;Espa¤a;737173,02;669774,34
2017;Tablets; Europa;Espa¤a;129397,39;118087,10
2017;TV; Europa;Espa¤a;80819,63;56127,84
2017;Accesorios; Europa;Finlandia;15483,88;15417,24
2017;Aplicaciones; Europa;Finlandia;30201,77;21745,27
2017;Celulares; Europa;Finlandia;89969,47;81228,00
2017;Musica; Europa;Finlandia;29170,99;20065,47
2017;PC; Europa;Finlandia;102977,11;87817,53
2017;Tablets; Europa;Finlandia;22853,21;20119,61
2017;TV; Europa;Finlandia;11904,04;7856,67
2017;Accesorios; Europa;Francia;172289,18;170566,28
2017;Aplicaciones; Europa;Francia;280199,83;169987,90
2017;Celulares; Europa;Francia;566447,14;534078,74
2017;Musica; Europa;Francia;269644,36;168303,02
2017;PC; Europa;Francia;828801,61;758813,92
2017;Tablets; Europa;Francia;239319,61;234398,39
2017;TV; Europa;Francia;99163,92;62214,58
2017;Accesorios; Europa;Reino Unido;129931,16;108968,97
2017;Aplicaciones; Europa;Reino Unido;209311,59;143977,54
2017;Celulares; Europa;Reino Unido;542232,39;499475,09
2017;Musica; Europa;Reino Unido;281075,57;162731,10
2017;PC; Europa;Reino Unido;839798,95;724775,68
2017;Tablets; Europa;Reino Unido;215873,08;191391,09
2017;TV; Europa;Reino Unido;97402,42;63460,83
2017;Accesorios; Europa;Grecia;29736,97;29506,55
2017;Aplicaciones; Europa;Grecia;59151,87;38028,24
2017;Celulares; Europa;Grecia;133211,93;123090,72
2017;Musica; Europa;Grecia;68271,12;47352,85
2017;PC; Europa;Grecia;190524,05;186490,68
2017;Tablets; Europa;Grecia;53898,25;49216,21
2017;TV; Europa;Grecia;26816,81;18438,04
2017;Accesorios; America;Guatemala;38882,81;40489,97
2017;Aplicaciones; America;Guatemala;64895,96;52773,40
2017;Celulares; America;Guatemala;124530,09;130021,09
2017;Musica; America;Guatemala;91693,80;70648,49
2017;PC; America;Guatemala;361381,43;331716,27
2017;Tablets; America;Guatemala;48757,81;49611,87
2017;TV; America;Guatemala;29301,20;22315,79
2017;Accesorios; Europa;Hungria;19190,73;16961,30
2017;Aplicaciones; Europa;Hungria;30912,01;22389,81
2017;Celulares; Europa;Hungria;82596,89;73207,57
2017;Musica; Europa;Hungria;36482,72;23326,10
2017;PC; Europa;Hungria;124392,90;123880,77
2017;Tablets; Europa;Hungria;27904,35;28902,53
2017;TV; Europa;Hungria;13496,22;9819,85
2017;Accesorios; Asia;Indonesia;479991,65;458058,97
2017;Aplicaciones; Asia;Indonesia;800967,66;514701,82
2017;Celulares; Asia;Indonesia;2901282,84;2819870,64
2017;Musica; Asia;Indonesia;1097123,76;770180,88
2017;PC; Asia;Indonesia;4747553,75;4635863,15
2017;Tablets; Asia;Indonesia;662729,58;660070,38
2017;TV; Asia;Indonesia;417117,34;253228,15
2017;Accesorios; Asia;India;1284217,91;1016672,51
2017;Aplicaciones; Asia;India;1757749,58;1081692,05
2017;Celulares; Asia;India;6548100,10;5357536,45
2017;Musica; Asia;India;2374012,39;1294915,85
2017;PC; Asia;India;10640662,67;10354258,22
2017;Tablets; Asia;India;1539734,13;1331661,95
2017;TV; Asia;India;871165,36;508179,80
2017;Accesorios; Europa;Irlanda;10190,50;8947,76
2017;Aplicaciones; Europa;Irlanda;19415,99;12481,71
2017;Celulares; Europa;Irlanda;37414,75;30612,07
2017;Musica; Europa;Irlanda;19944,83;12821,68
2017;PC; Europa;Irlanda;89926,68;75184,60
2017;Tablets; Europa;Irlanda;15485,86;13174,54
2017;TV; Europa;Irlanda;7754,65;5080,63
2017;Accesorios; Asia;Iran;202847,05;158749,86
2017;Aplicaciones; Asia;Iran;333457,19;218471,95
2017;Celulares; Asia;Iran;908834,31;779000,84
2017;Musica; Asia;Iran;397858,80;250503,69
2017;PC; Asia;Iran;1203910,39;1159430,62
2017;Tablets; Asia;Iran;305944,22;253195,22
2017;TV; Asia;Iran;144845,47;91199,00
2017;Accesorios; Asia;Israel;21389,89;17195,79
2017;Aplicaciones; Asia;Israel;35572,31;20106,09
2017;Celulares; Asia;Israel;70128,27;56642,07
2017;Musica; Asia;Israel;37330,64;22972,70
2017;PC; Asia;Israel;106716,93;90547,70
2017;Tablets; Asia;Israel;26825,02;21350,53
2017;TV; Asia;Israel;13985,70;8990,80
2017;Accesorios; Europa;Italia;138215,10;116276,20
2017;Aplicaciones; Europa;Italia;202715,48;124747,99
2017;Celulares; Europa;Italia;649476,79;581110,81
2017;Musica; Europa;Italia;245941,58;147564,95
2017;PC; Europa;Italia;868780,64;679915,28
2017;Tablets; Europa;Italia;185822,53;149386,74
2017;TV; Europa;Italia;102287,63;62946,23
2017;Accesorios; Asia;Japon;233445,79;188552,37
2017;Aplicaciones; Asia;Japon;413662,90;260454,42
2017;Celulares; Asia;Japon;1067180,76;957162,13
2017;Musica; Asia;Japon;472098,55;309305,95
2017;PC; Asia;Japon;1336784,33;1201755,61
2017;Tablets; Asia;Japon;340467,86;268027,89
2017;TV; Asia;Japon;197196,45;111458,86
2017;Accesorios; africa;Kenia;97056,26;90313,41
2017;Aplicaciones; africa;Kenia;173127,39;95377,45
2017;Celulares; africa;Kenia;430636,19;391170,29
2017;Musica; africa;Kenia;170819,02;95037,49
2017;PC; africa;Kenia;788395,49;720806,08
2017;Tablets; africa;Kenia;159148,16;127252,21
2017;TV; africa;Kenia;83462,06;52080,33
2017;Accesorios; Asia;Republica de Corea;109625,23;97487,01
2017;Aplicaciones; Asia;Republica de Corea;172558,23;114185,94
2017;Celulares; Asia;Republica de Corea;380332,41;332225,50
2017;Musica; Asia;Republica de Corea;190166,21;117522,72
2017;PC; Asia;Republica de Corea;873576,02;791603,47
2017;Tablets; Asia;Republica de Corea;155735,00;144939,73
2017;TV; Asia;Republica de Corea;89311,29;59044,68
2017;Accesorios; America;Mexico;251063,82;210893,61
2017;Aplicaciones; America;Mexico;420925,49;271982,62
2017;Celulares; America;Mexico;1159458,39;1078906,54
2017;Musica; America;Mexico;531418,43;309377,95
2017;PC; America;Mexico;1288287,10;1205668,69
2017;Tablets; America;Mexico;381857,55;341345,54
2017;TV; America;Mexico;163095,17;89850,61
2017;Accesorios; Asia;Malasia;67892,82;61804,37
2017;Aplicaciones; Asia;Malasia;121274,19;81839,17
2017;Celulares; Asia;Malasia;338019,56;305080,64
2017;Musica; Asia;Malasia;109188,45;70123,25
2017;PC; Asia;Malasia;382817,34;331439,22
2017;Tablets; Asia;Malasia;79833,77;72939,03
2017;TV; Asia;Malasia;40579,62;25721,23
2017;Accesorios; africa;Nigeria;393212,77;360610,95
2017;Aplicaciones; africa;Nigeria;676325,96;443476,60
2017;Celulares; africa;Nigeria;1537104,46;1314875,63
2017;Musica; africa;Nigeria;794827,52;526289,37
2017;PC; africa;Nigeria;2775964,78;2223856,23
2017;Tablets; africa;Nigeria;534452,99;442396,19
2017;TV; africa;Nigeria;264189,83;180013,48
2017;Accesorios; Europa;Noruega;10466,85;9763,30
2017;Aplicaciones; Europa;Noruega;19766,53;13342,41
2017;Celulares; Europa;Noruega;56072,41;48084,55
2017;Musica; Europa;Noruega;21381,70;12722,11
2017;PC; Europa;Noruega;88630,58;73031,60
2017;Tablets; Europa;Noruega;14053,95;12465,08
2017;TV; Europa;Noruega;7895,25;5224,48
2017;Accesorios; America;Peru;81085,50;64084,06
2017;Aplicaciones; America;Peru;130405,55;86313,57
2017;Celulares; America;Peru;274985,62;215649,42
2017;Musica; America;Peru;186019,69;110845,69
2017;PC; America;Peru;643186,71;573593,91
2017;Tablets; America;Peru;99863,20;84270,99
2017;TV; America;Peru;47793,47;25526,93
2017;Accesorios; Asia;Filipinas;215250,46;194886,32
2017;Aplicaciones; Asia;Filipinas;339869,15;219607,76
2017;Celulares; Asia;Filipinas;846887,07;769273,62
2017;Musica; Asia;Filipinas;358750,77;203509,53
2017;PC; Asia;Filipinas;1589541,88;1453952,04
2017;Tablets; Asia;Filipinas;267668,97;223734,34
2017;TV; Asia;Filipinas;137393,91;94517,54
2017;Accesorios; Europa;Polonia;81702,32;69209,77
2017;Aplicaciones; Europa;Polonia;127291,70;82648,68
2017;Celulares; Europa;Polonia;330130,50;267038,90
2017;Musica; Europa;Polonia;187990,98;117306,37
2017;PC; Europa;Polonia;410162,14;366715,34
2017;Tablets; Europa;Polonia;126893,91;117467,51
2017;TV; Europa;Polonia;57515,65;38436,32
2017;Accesorios; Europa;Portugal;21086,71;18388,33
2017;Aplicaciones; Europa;Portugal;35028,92;22275,80
2017;Celulares; Europa;Portugal;115747,73;99899,19
2017;Musica; Europa;Portugal;41596,84;23823,64
2017;PC; Europa;Portugal;177479,85;154241,08
2017;Tablets; Europa;Portugal;32765,51;27382,61
2017;TV; Europa;Portugal;16134,53;10787,09
2017;Accesorios; Asia;Rusia;297613,19;251826,54
2017;Aplicaciones; Asia;Rusia;473253,76;297974,59
2017;Celulares; Asia;Rusia;1443423,96;1365223,47
2017;Musica; Asia;Rusia;611620,32;393184,49
2017;PC; Asia;Rusia;2366268,79;2337620,34
2017;Tablets; Asia;Rusia;369162,14;290617,00
2017;TV; Asia;Rusia;240170,38;147797,15
2017;Accesorios; africa;Sudan;91731,03;72608,63
2017;Aplicaciones; africa;Sudan;129726,12;71608,82
2017;Celulares; africa;Sudan;362375,45;297537,52
2017;Musica; africa;Sudan;196625,25;111320,14
2017;PC; africa;Sudan;503993,45;437354,31
2017;Tablets; africa;Sudan;144234,97;125631,60
2017;TV; africa;Sudan;66738,86;33854,80
2017;Accesorios; Europa;Eslovaquia;15766,66;14190,00
2017;Aplicaciones; Europa;Eslovaquia;27630,69;16117,90
2017;Celulares; Europa;Eslovaquia;59800,70;49997,31
2017;Musica; Europa;Eslovaquia;39491,03;25387,09
2017;PC; Europa;Eslovaquia;130814,03;108259,89
2017;Tablets; Europa;Eslovaquia;24991,34;21471,43
2017;TV; Europa;Eslovaquia;10530,94;5952,27
2017;Accesorios; Europa;Suecia;20233,01;16916,13
2017;Aplicaciones; Europa;Suecia;33635,77;19620,87
2017;Celulares; Europa;Suecia;106683,16;94959,74
2017;Musica; Europa;Suecia;35923,92;22618,77
2017;PC; Europa;Suecia;165025,52;134465,23
2017;Tablets; Europa;Suecia;27867,11;24549,59
2017;TV; Europa;Suecia;14527,69;8716,62
2017;Accesorios; Asia;Tailandia;162270,26;133801,79
2017;Aplicaciones; Asia;Tailandia;258998,13;166498,80
2017;Celulares; Asia;Tailandia;819715,73;670676,51
2017;Musica; Asia;Tailandia;342725,97;193714,68
2017;PC; Asia;Tailandia;1204733,73;948407,40
2017;Tablets; Asia;Tailandia;198781,07;162639,05
2017;TV; Asia;Tailandia;126010,18;79339,75
2017;Accesorios; Asia;Turquia;167005,42;141312,28
2017;Aplicaciones; Asia;Turquia;290062,05;190040,66
2017;Celulares; Asia;Turquia;810467,50;696317,15
2017;Musica; Asia;Turquia;388111,20;226398,20
2017;PC; Asia;Turquia;898561,79;751256,58
2017;Tablets; Asia;Turquia;264960,53;233417,61
2017;TV; Asia;Turquia;110370,74;72311,86
2017;Accesorios; africa;Tanzania;128937,43;114450,07
2017;Aplicaciones; africa;Tanzania;183083,35;106798,62
2017;Celulares; africa;Tanzania;442340,07;380038,65
2017;Musica; africa;Tanzania;256782,16;145137,74
2017;PC; africa;Tanzania;665940,55;598673,83
2017;Tablets; africa;Tanzania;193612,11;156379,01
2017;TV; africa;Tanzania;98859,04;65906,03
2017;Accesorios; Europa;Ucrania;92660,74;83008,58
2017;Aplicaciones; Europa;Ucrania;188566,41;123543,51
2017;Celulares; Europa;Ucrania;407240,06;355690,68
